-2147385141,1816
-2147384351,397
-2147254069,1815
-2147253279,398
-2147122997,1814
-2147122207,399
-2146991925,1813
-2146991135,400
-2146860853,1812
-2146860063,401
-2146729781,1811
-2146728991,402
-2146598709,1810
-2146597919,403
-2146467637,1809
-2146466847,404
-2146336565,1808
-2146335775,405
-2146205493,1807
-2146204703,406
-2146074421,1806
-2146073631,407
-2145943349,1805
-2145942559,408
-2145812277,1804
-2145811487,409
-2145681205,1803
-2145680415,410
-2145550133,1802
-2145549343,411
-2145419061,1801
-2145418271,412
-2145287989,1800
-2145287199,413
-2145156917,1799
-2145156127,414
-2145025845,1798
-2145025055,415
-2144894773,1797
-2144893983,416
-2144763701,1796
-2144762911,417
-2144632629,1795
-2144631839,418
-2144501557,1794
-2144500767,419
-2144370485,1793
-2144369695,420
-2144239413,1792
-2144238623,421
-2144108341,1791
-2144107551,422
-2143977269,1790
-2143976479,423
-2143846197,1789
-2143845407,424
-2143715125,1788
-2143714335,425
-2143584053,1787
-2143583263,426
-2143452981,1786
-2143452191,427
-2143321909,1785
-2143321119,428
-2143190837,1784
-2143190047,429
-2143059765,1783
-2143058975,430
-2142928693,1782
-2142927903,431
-2142797621,1781
-2142796831,432
-2142666549,1780
-2142665759,433
-2142535477,1779
-2142534687,434
-2142404405,1778
-2142403615,435
-2142273333,1777
-2142272543,436
-2142142261,1776
-2142141471,437
-2142011189,1775
-2142010399,438
-2141880117,1774
-2141879327,439
-2141749045,1773
-2141748255,440
-2141617973,1772
-2141617183,441
-2141486901,1771
-2141486111,442
-2141355829,1770
-2141355039,443
-2141224757,1769
-2141223967,444
-2141093685,1768
-2141092895,445
-2140962613,1767
-2140961823,446
-2140831541,1766
-2140830751,447
-2140700469,1765
-2140699679,448
-2140569397,1764
-2140568607,449
-2140438325,1763
-2140437535,450
-2140307253,1762
-2140306463,451
-2140176181,1761
-2140175391,452
-2140045109,1760
-2140044319,453
-2139914037,1759
-2139913247,454
-2139782965,1758
-2139782175,455
-2139651893,1757
-2139651103,456
-2139520821,1756
-2139520031,457
-2139389749,1755
-2139388959,458
-2139258677,1754
-2139257887,459
-2139127605,1753
-2139126815,460
-2138996533,1752
-2138995743,461
-2138865461,1751
-2138864671,462
-2138734389,1750
-2138733599,463
-2138603317,1749
-2138602527,464
-2138472245,1748
-2138471455,465
-2138341173,1747
-2138340383,466
-2138210101,1746
-2138209311,467
-2138079029,1745
-2138078239,468
-2137947957,1744
-2137947167,469
-2137816885,1743
-2137816095,470
-2137685813,1742
-2137685023,471
-2137554741,1741
-2137553951,472
-2137423669,1740
-2137422879,473
-2137292597,1739
-2137291807,474
-2137161525,1738
-2137160735,475
-2137030453,1737
-2137029663,476
-2136899381,1736
-2136898591,477
-2136768309,1735
-2136767519,478
-2136637237,1734
-2136636447,479
-2136506165,1733
-2136505375,480
-2136375093,1732
-2136374303,481
-2136244021,1731
-2136243231,482
-2136112949,1730
-2136112159,483
-2135981877,1729
-2135981087,484
-2135850805,1728
-2135850015,485
-2135719733,1727
-2135718943,486
-2135588661,1726
-2135587871,487
-2135457589,1725
-2135456799,488
-2135326517,1724
-2135325727,489
-2135195445,1723
-2135194655,490
-2135064373,1722
-2135063583,491
-2134933301,1721
-2134932511,492
-2134802229,1720
-2134801439,493
-2134671157,1719
-2134670367,494
-2134540085,1718
-2134539295,495
-2134409013,1717
-2134408223,496
-2134277941,1716
-2134277151,497
-2134146869,1715
-2134146079,498
-2134015797,1714
-2134015007,499
-2133884725,1713
-2133883935,500
-2133753653,1712
-2133752863,501
-2133622581,1711
-2133621791,502
-2133491509,1710
-2133490719,503
-2133360437,1709
-2133359647,504
-2133229365,1708
-2133228575,505
-2133098293,1707
-2133097503,506
-2132967221,1706
-2132966431,507
-2132836149,1705
-2132835359,508
-2132705077,1704
-2132704287,509
-2132574005,1703
-2132573215,510
-2132442933,1702
-2132442143,511
-2132311861,1701
-2132311071,512
-2132180789,1700
-2132179999,513
-2132049717,1699
-2132048927,514
-2131918645,1698
-2131917855,515
-2131787573,1697
-2131786783,516
-2131656501,1696
-2131655711,517
-2131525429,1695
-2131524639,518
-2131394357,1694
-2131393567,519
-2131263285,1693
-2131262495,520
-2131132213,1692
-2131131423,521
-2131001141,1691
-2131000351,522
-2130870069,1690
-2130869279,523
-2130738997,1689
-2130738207,524
-2130607925,1688
-2130607135,525
-2130476853,1687
-2130476063,526
-2130345781,1686
-2130344991,527
-2130214709,1685
-2130213919,528
-2130083637,1684
-2130082847,529
-2129952565,1683
-2129951775,530
-2129821493,1682
-2129820703,531
-2129690421,1681
-2129689631,532
-2129559349,1680
-2129558559,533
-2129428277,1679
-2129427487,534
-2129297205,1678
-2129296415,535
-2129166133,1677
-2129165343,536
-2129035061,1676
-2129034271,537
-2128903989,1675
-2128903199,538
-2128772917,1674
-2128772127,539
-2128641845,1673
-2128641055,540
-2128510773,1672
-2128509983,541
-2128379701,1671
-2128378911,542
-2128248629,1670
-2128247839,543
-2128117557,1669
-2128116767,544
-2127986485,1668
-2127985695,545
-2127855413,1667
-2127854623,546
-2127724341,1666
-2127723551,547
-2127593269,1665
-2127592479,548
-2127462197,1664
-2127461407,549
-2127331125,1663
-2127330335,550
-2127200053,1662
-2127199263,551
-2127068981,1661
-2127068191,552
-2126937909,1660
-2126937119,553
-2126806837,1659
-2126806047,554
-2126675765,1658
-2126674975,555
-2126544693,1657
-2126543903,556
-2126413621,1656
-2126412831,557
-2126282549,1655
-2126281759,558
-2126151477,1654
-2126150687,559
-2126020405,1653
-2126019615,560
-2125889333,1652
-2125888543,561
-2125758261,1651
-2125757471,562
-2125627189,1650
-2125626399,563
-2125496117,1649
-2125495327,564
-2125365045,1648
-2125364255,565
-2125233973,1647
-2125233183,566
-2125102901,1646
-2125102111,567
-2124971829,1645
-2124971039,568
-2124840757,1644
-2124839967,569
-2124709685,1643
-2124708895,570
-2124578613,1642
-2124577823,571
-2124447541,1641
-2124446751,572
-2124316469,1640
-2124315679,573
-2124185397,1639
-2124184607,574
-2124054325,1638
-2124053535,575
-2123923253,1637
-2123922463,576
-2123792181,1636
-2123791391,577
-2123661109,1635
-2123660319,578
-2123530037,1634
-2123529247,579
-2123398965,1633
-2123398175,580
-2123267893,1632
-2123267103,581
-2123136821,1631
-2123136031,582
-2123005749,1630
-2123004959,583
-2122874677,1629
-2122873887,584
-2122743605,1628
-2122742815,585
-2122612533,1627
-2122611743,586
-2122481461,1626
-2122480671,587
-2122350389,1625
-2122349599,588
-2122219317,1624
-2122218527,589
-2122088245,1623
-2122087455,590
-2121957173,1622
-2121956383,591
-2121826101,1621
-2121825311,592
-2121695029,1620
-2121694239,593
-2121563957,1619
-2121563167,594
-2121432885,1618
-2121432095,595
-2121301813,1617
-2121301023,596
-2121170741,1616
-2121169951,597
-2121039669,1615
-2121038879,598
-2120908597,1614
-2120907807,599
-2120777525,1613
-2120776735,600
-2120646453,1612
-2120645663,601
-2120515381,1611
-2120514591,602
-2120384309,1610
-2120383519,603
-2120253237,1609
-2120252447,604
-2120122165,1608
-2120121375,605
-2119991093,1607
-2119990303,606
-2119860021,1606
-2119859231,607
-2119728949,1605
-2119728159,608
-2119597877,1604
-2119597087,609
-2119466805,1603
-2119466015,610
-2119335733,1602
-2119334943,611
-2119204661,1601
-2119203871,612
-2119073589,1600
-2119072799,613
-2118942517,1599
-2118941727,614
-2118811445,1598
-2118810655,615
-2118680373,1597
-2118679583,616
-2118549301,1596
-2118548511,617
-2118418229,1595
-2118417439,618
-2118287157,1594
-2118286367,619
-2118156085,1593
-2118155295,620
-2118025013,1592
-2118024223,621
-2117893941,1591
-2117893151,622
-2117762869,1590
-2117762079,623
-2117631797,1589
-2117631007,624
-2117500725,1588
-2117499935,625
-2117369653,1587
-2117368863,626
-2117238581,1586
-2117237791,627
-2117107509,1585
-2117106719,628
-2116976437,1584
-2116975647,629
-2116845365,1583
-2116844575,630
-2116714293,1582
-2116713503,631
-2116583221,1581
-2116582431,632
-2116452149,1580
-2116451359,633
-2116321077,1579
-2116320287,634
-2116190005,1578
-2116189215,635
-2116058933,1577
-2116058143,636
-2115927861,1576
-2115927071,637
-2115796789,1575
-2115795999,638
-2115665717,1574
-2115664927,639
-2115534645,1573
-2115533855,640
-2115403573,1572
-2115402783,641
-2115272501,1571
-2115271711,642
-2115141429,1570
-2115140639,643
-2115010357,1569
-2115009567,644
-2114879285,1568
-2114878495,645
-2114748213,1567
-2114747423,646
-2114617141,1566
-2114616351,647
-2114486069,1565
-2114485279,648
-2114354997,1564
-2114354207,649
-2114223925,1563
-2114223135,650
-2114092853,1562
-2114092063,651
-2113961781,1561
-2113960991,652
-2113830709,1560
-2113829919,653
-2113699637,1559
-2113698847,654
-2113568565,1558
-2113567775,655
-2113437493,1557
-2113436703,656
-2113306421,1556
-2113305631,657
-2113175349,1555
-2113174559,658
-2113044277,1554
-2113043487,659
-2112913205,1553
-2112912415,660
-2112782133,1552
-2112781343,661
-2112651061,1551
-2112650271,662
-2112519989,1550
-2112519199,663
-2112388917,1549
-2112388127,664
-2112257845,1548
-2112257055,665
-2112126773,1547
-2112125983,666
-2111995701,1546
-2111994911,667
-2111864629,1545
-2111863839,668
-2111733557,1544
-2111732767,669
-2111602485,1543
-2111601695,670
-2111471413,1542
-2111470623,671
-2111340341,1541
-2111339551,672
-2111209269,1540
-2111208479,673
-2111078197,1539
-2111077407,674
-2110947125,1538
-2110946335,675
-2110816053,1537
-2110815263,676
-2110684981,1536
-2110684191,677
-2110553909,1535
-2110553119,678
-2110422837,1534
-2110422047,679
-2110291765,1533
-2110290975,680
-2110160693,1532
-2110159903,681
-2110029621,1531
-2110028831,682
-2109898549,1530
-2109897759,683
-2109767477,1529
-2109766687,684
-2109636405,1528
-2109635615,685
-2109505333,1527
-2109504543,686
-2109374261,1526
-2109373471,687
-2109243189,1525
-2109242399,688
-2109112117,1524
-2109111327,689
-2108981045,1523
-2108980255,690
-2108849973,1522
-2108849183,691
-2108718901,1521
-2108718111,692
-2108587829,1520
-2108587039,693
-2108456757,1519
-2108455967,694
-2108325685,1518
-2108324895,695
-2108194613,1517
-2108193823,696
-2108063541,1516
-2108062751,697
-2107932469,1515
-2107931679,698
-2107801397,1514
-2107800607,699
-2107670325,1513
-2107669535,700
-2107539253,1512
-2107538463,701
-2107408181,1511
-2107407391,702
-2107277109,1510
-2107276319,703
-2107146037,1509
-2107145247,704
-2107014965,1508
-2107014175,705
-2106883893,1507
-2106883103,706
-2106752821,1506
-2106752031,707
-2106621749,1505
-2106620959,708
-2106490677,1504
-2106489887,709
-2106359605,1503
-2106358815,710
-2106228533,1502
-2106227743,711
-2106097461,1501
-2106096671,712
-2105966389,1500
-2105965599,713
-2105835317,1499
-2105834527,714
-2105704245,1498
-2105703455,715
-2105573173,1497
-2105572383,716
-2105442101,1496
-2105441311,717
-2105311029,1495
-2105310239,718
-2105179957,1494
-2105179167,719
-2105048885,1493
-2105048095,720
-2104917813,1492
-2104917023,721
-2104786741,1491
-2104785951,722
-2104655669,1490
-2104654879,723
-2104524597,1489
-2104523807,724
-2104393525,1488
-2104392735,725
-2104262453,1487
-2104261663,726
-2104131381,1486
-2104130591,727
-2104000309,1485
-2103999519,728
-2103869237,1484
-2103868447,729
-2103738165,1483
-2103737375,730
-2103607093,1482
-2103606303,731
-2103476021,1481
-2103475231,732
-2103344949,1480
-2103344159,733
-2103213877,1479
-2103213087,734
-2103082805,1478
-2103082015,735
-2102951733,1477
-2102950943,736
-2102820661,1476
-2102819871,737
-2102689589,1475
-2102688799,738
-2102558517,1474
-2102557727,739
-2102427445,1473
-2102426655,740
-2102296373,1472
-2102295583,741
-2102165301,1471
-2102164511,742
-2102034229,1470
-2102033439,743
-2101903157,1469
-2101902367,744
-2101772085,1468
-2101771295,745
-2101641013,1467
-2101640223,746
-2101509941,1466
-2101509151,747
-2101378869,1465
-2101378079,748
-2101247797,1464
-2101247007,749
-2101116725,1463
-2101115935,750
-2100985653,1462
-2100984863,751
-2100854581,1461
-2100853791,752
-2100723509,1460
-2100722719,753
-2100592437,1459
-2100591647,754
-2100461365,1458
-2100460575,755
-2100330293,1457
-2100329503,756
-2100199221,1456
-2100198431,757
-2100068149,1455
-2100067359,758
-2099937077,1454
-2099936287,759
-2099806005,1453
-2099805215,760
-2099674933,1452
-2099674143,761
-2099543861,1451
-2099543071,762
-2099412789,1450
-2099411999,763
-2099281717,1449
-2099280927,764
-2099150645,1448
-2099149855,765
-2099019573,1447
-2099018783,766
-2098888501,1446
-2098887711,767
-2098757429,1445
-2098756639,768
-2098626357,1444
-2098625567,769
-2098495285,1443
-2098494495,770
-2098364213,1442
-2098363423,771
-2098233141,1441
-2098232351,772
-2098102069,1440
-2098101279,773
-2097970997,1439
-2097970207,774
-2097839925,1438
-2097839135,775
-2097708853,1437
-2097708063,776
-2097577781,1436
-2097576991,777
-2097446709,1435
-2097445919,778
-2097315637,1434
-2097314847,779
-2097184565,1433
-2097183775,780
-2097053493,1432
-2097052703,781
-2096922421,1431
-2096921631,782
-2096791349,1430
-2096790559,783
-2096660277,1429
-2096659487,784
-2096529205,1428
-2096528415,785
-2096398133,1427
-2096397343,786
-2096267061,1426
-2096266271,787
-2096135989,1425
-2096135199,788
-2096004917,1424
-2096004127,789
-2095873845,1423
-2095873055,790
-2095742773,1422
-2095741983,791
-2095611701,1421
-2095610911,792
-2095480629,1420
-2095479839,793
-2095349557,1419
-2095348767,794
-2095218485,1418
-2095217695,795
-2095087413,1417
-2095086623,796
-2094956341,1416
-2094955551,797
-2094825269,1415
-2094824479,798
-2094694197,1414
-2094693407,799
-2094563125,1413
-2094562335,800
-2094432053,1412
